Month,Mean_tem,Max_tem,Min_tem,Rain
January,19,25,13,0.6 mm
February,21,28,15,0.4 mm
March,25,32,18,1 mm
April,27,33,20,2.4 mm
May,28,34,22,4.1 mm
June,26,30,23,9.6 mm
July,23,26,22,13.7 mm
August,23,26,21,12.7 mm
September,23,26,21,10.2 mm
October,22,26,18,5.5 mm
November,20,25,15,1.6 mm
December,18,24,13,0.5 mm
