Month,Mean_tem,Max_tem,Min_tem,Rain
January,20,27,14,0.5 mm
February,24,31,18,0.7 mm
March,28,35,22,1.3 mm
April,31,37,25,1.5 mm
May,32,37,27,3.2 mm
June,30,34,27,9.4 mm
July,28,31,26,13.1 mm
August,27,30,25,12.8 mm
September,27,31,25,9.4 mm
October,26,30,22,4.2 mm
November,24,29,18,1.1 mm
December,21,26,15,0.6 mm
