Month,Mean_tem,Max_tem,Min_tem,Rain
January,19,26,12,0.8 mm
February,23,30,16,0.6 mm
March,28,35,20,0.9 mm
April,32,39,24,1.1 mm
May,32,39,26,1.9 mm
June,30,34,26,10.3 mm
July,27,30,25,14.4 mm
August,26,30,24,12.4 mm
September,26,30,24,8.4 mm
October,26,30,21,2.7 mm
November,23,28,17,0.4 mm
December,19,26,13,0.6 mm
