Month,Mean_tem,Max_tem,Min_tem,Rain
January,18,24,12,0.7 mm
February,22,28,16,0.6 mm
March,26,33,20,0.7 mm
April,30,37,24,1.1 mm
May,31,37,25,2.5 mm
June,28,32,25,12.1 mm
July,25,28,23,17.4 mm
August,25,28,23,16.1 mm
September,25,28,23,10.9 mm
October,24,28,20,4.5 mm
November,21,26,17,0.5 mm
December,18,24,13,0.5 mm
