Month,Mean_tem,Max_tem,Min_tem,Rain
January,23,30,17,0.1 mm
February,25,32,19,0.0 mm
March,27,35,21,0.2 mm
April,28,36,22,0.6 mm
May,28,34,23,1.3 mm
June,24,28,22,7.5 mm
July ,23,25,22,10.0mm
August ,23,25,21,7.1 mm
September ,23,27,21,4.5 mm
October,24,29,21,3.1 mm
November,24,30,19,0.9 mm
December,23,30,18,0.2 mm
