Month,Mean_tem,Max_tem,Min_tem,Rain
January,22,29,15,0.0 mm
February,24,31,17,0.1 mm
March,27,34,19,0.1 mm
April,29,37,21,0.4 mm
May,28,35,22,1.0 mm
June,25,29,22,9.7 mm
July ,23,26,22,13.4 mm
August ,23,25,21,10.6 mm
September ,23,27,21,7.4 mm
October,24,29,20,3.2 mm
November,23,29,18,1.0 mm
December,22,28,16,0.2 mm
