Month,Mean_tem,Max_tem,Min_tem,Rain
January,26,30,22,1.3 mm
February,26,30,23,2.2 mm
March,27,30,24,4.9 mm
April,27,30,25,7.5 mm
May,27,29,25,9.3 mm
June,25,27,24,12.6 mm
July,25,27,24,8.8 mm
August,25,27,23,7.3 mm
September,25,28,24,6.8 mm
October,25,28,23,12.5 mm
November,25,28,23,9.9 mm
December,25,29,23,3.3 mm
