Month,Mean_tem,Max_tem,Min_tem,Rain
January,17,22,12,1.0 mm
February,19,24,14,2.4 mm
March,22,27,17,5.7 mm
April ,224,28,20,10.9 mm
May,26,29,23,13.0 mm
June,28,31,25,17.9 mm
July,28,31,26,19.3 mm
August,28,31,26,17.2 mm
September,27,31,25,12.8 mm
October ,25,29,22,5.0 mm
November ,22,26,17,0.7 mm
December,18,23,14,0.5 mm
