Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,21,11,0.9 mm
February,18,24,13,1.8 mm
March,21,27,16,3.8 mm
April,23,28,19,8.4 mm
May,25,29,21,9.5 mm
June,27,30,24,10.2 mm
July,27,29,24,9.7 mm
August,27,29,24,9.4 mm 
September,26,29,23,7.8 mm
October,24,28,20,4.1 mm
November,20,25,15,1.0 mm
December,17,22,12,0.6 mm
