Month,Mean_tem,Max_tem,Min_tem,Rain
January,24,28,20,0.5 mm
February,26,31,21,0.4 mm
March,28,34,23,0.3 mm
April,30,36,26,0.4 mm
May,33,38,28,1.7 mm
June,32,36,28,2.9 mm
July,30,35,27,3.1 mm
August,30,34,27,3.8 mm
September,29,33,26,4.1 mm
October,28,32,25,7.6 mm
November,26,29,22,6.5 mm
December,24,28,21,2.4 mm
