Month,Mean_tem,Max_tem,Min_tem,Rain
January,24,30,19,0.4 mm
February,26,32,20,0.4 mm
March,29,35,23,0.4 mm
April,31,37,26,0.9 mm
May,33,39,29,2.2 mm
June,31,36,28,5.5 mm
July,30,33,26,6.5 mm
August,29,32,26,7 mm
September,28,32,25,7.5 mm
October,27,31,24,6.2 mm
November,25,30,21,3.1 mm
December,24,29,19,0.7 mm
