Month,Mean_tem,Max_tem,Min_tem,Rain
January,24,31,18,0.2 mm
February,27,34,20,0.1 mm
March,30,38,23,0.2 mm
April,33,40,26,0.5 mm
May,33,39,28,1.3 mm
June,31,36,27,2.7 mm
July,29,34,26,2.7 mm
August,29,33,25,3.5 mm
September,28,33,25,3.6 mm
October,27,32,24,5.2 mm
November,25,30,21,2.8 mm
December,24,29,19,1.1 mm
