Month,Mean_tem,Max_tem,Min_tem,Rain
January,15,20,8,1.9 mm
February,17,22,10,4.7 mm
March,19,24,13,11.5 mm
April,21,25,16,18.4 mm
May,24,27,20,19.1 mm
June,26,28,23,22.4 mm
July,26,28,23,24.2 mm
August,26,28,23,14.9 mm
September,25,28,22,13.4 mm
October,23,27,18,4.5 mm
November,19,24,12,1.1 mm
December,16,21,10,0.8 mm
