Month,Mean_tem,Max_tem,Min_tem,Rain
January,11,16,5,3.4 mm
February,13,19,7,5 mm
March,18,25,11,3.6 mm
April,24,31,16,1.9 mm
May,29,36,20,0.9 mm
June,30,35,24,3.4 mm
July,28,31,24,11.5 mm
August,27,30,24,9.4 mm
September,26,30,21,3.5 mm
October,22,28,16,0.6 mm
November,17,24,11,0.8 mm
December,13,19,7,1.7 mm
