Month,Mean_tem,Max_tem,Min_tem,Rain
January,12,18,6,1.9 mm
February,14,21,8,3 mm
March,20,27,13,2.4 mm
April,26,34,18,1.4 mm
May,31,39,23,1 mm
June,32,38,26,3.3 mm
July,30,34,26,8.9 mm
August,29,32,25,7.6 mm
September,28,32,23,3.5 mm
October,24,31,18,0.7 mm
November,19,26,12,0.6 mm
December,13,20,7,0.9 mm
