Month,Mean_tem,Max_tem,Min_tem,Rain
 January,11,14,7,3.7 mm 
 February,12,17,7,7.3 mm 
 March,15,20,9,8.9 mm 
 April,18,23,13,11.0 mm 
 May,20,24,16,17.5 mm 
 June,21,24,19,23.7 mm 
 July,21,24,20,28.0 mm 
 August,21,24,20,21.9 mm 
 September,21,24,18,14.1 mm 
 October,19,22,15,9.1 mm 
 November,15,19,13,4.6 mm 
 December,12,16,9,2.7 mm 
