Month,Mean_tem,Max_tem,Min_tem,Rain
January,17,24,10,0.5 mm
February,21,28,14,0.8 mm
March,26,33,18,0.7 mm
April,30,38,23,0.8 mm
May,31,37,25,2.9 mm
June,30,34,26,8.8 mm
July,27,31,25,11.7 mm
August,27,30,25,10.4 mm
September,27,30,24,8.6 mm
October,25,29,21,2.9 mm
November,21,27,16,0.4 mm
December,18,24,12,0.3 mm
