Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,23,9,0.6 mm
February,20,27,13,0.7 mm
March,25,32,17,0.7 mm
April,29,37,22,0.6 mm
May,31,37,24,1.5 mm
June,29,34,25,7.3 mm
July,26,29,24,11.6 mm
August,26,29,24,10.1 mm
September,25,29,23,7.4 mm
October,24,28,19,2.6 mm
November,20,26,14,0.4 mm
December,16,23,10,0.4 mm
