Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,9,0.7 mm
February,20,26,13,0.7 mm
March,25,32,17,0.6 mm
April,30,37,22,0.4 mm
May,32,38,26,1.1 mm
June,30,35,26,7.2 mm
July,27,30,24,12.5 mm
August,26,30,24,10.6 mm
September,26,29,23,8 mm
October,24,28,19,2.7 mm
November,20,26,14,0.4 mm
December,17,22,10,0.3 mm
