Month,Mean_tem,Max_tem,Min_tem,Rain
January,18,24,12,0.4 mm
February,22,28,15,0.9 mm
March,27,34,20,0.9 mm
April,30,37,24,1.6 mm
May,31,37,26,4.8 mm
June,30,34,27,9.8 mm
July,28,31,26,12.2 mm
August,28,31,25,10.8 mm
September,27,31,25,8.8 mm
October,26,30,22,4.1 mm
November,23,28,17,0.6 mm
December,19,25,13,0.4 mm
