Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,10,0.6 mm
February,19,26,13,0.8 mm
March,24,31,17,0.8 mm
April,29,36,21,0.9 mm
May,30,36,24,2.2 mm
June,28,32,24,9.6 mm
July,25,28,23,13.9 mm
August,25,28,23,12.4 mm
September,24,28,22,8.3 mm
October,23,27,19,3 mm
November,19,25,14,0.5 mm
December,16,22,10,0.4 mm
