Month,Mean_tem,Max_tem,Min_tem,Rain
January ,26,31,22,0.9 mm
February,28,33,23,1.0 mm
March,28,34,24,2.6 mm
April,28,32,25,6.6 mm
May,27,30,25,13.6 mm
June,25,28,24,20.9 mm
July,25,28,23,19.6 mm
August,25,28,23,15.8 mm
September ,25,29,23,12.0 mm
Octomer,25,29,23,12.8 mm
November,26,29,23,8.7 mm
December,26,30,22,2.8 mm
