Month,Mean_tem,Max_tem,Min_tem,Rain
January ,26,30,23,0.9 mm
February,27,31,24,1.1 mm
March,28,31,25,2.6 mm
April,28,31,26,7.0 mm
May,27,30,26,13.3 mm
June,26,28,25,22.4 mm
July,25,27,24,20.2 mm
August,25,27,24,14.9 mm
Septamber,26,28,24,10.4 mm
October,26,28,24,11.9 mm
November,26,29,24,6.7 mm
December,26,29,23,2.2 mm 
