Month,Mean_tem,Max_tem,Min_tem,Rain
January,27,27,26,0.5 mm
February,27,28,26,0.2 mm
March,28,28,27,0.5 mm
April,29,29,28,0.7 mm
May,29,29,28,5.9 mm
June,28,28,27,12.2 mm
July,27,28,26,8.3 mm
August,27,28,26,6.8 mm
September,27,28,26,5.2 mm
October,27,28,26,5.9 mm
November,27,28,27,3.5 mm
December,27,28,27,2.3 mm
