Month,Mean_tem,Max_tem,Min_tem,Rain
 January,21,28,14,0.1 mm 
 February,22,30,15,0.0 mm 
 March,27,34,19,0.0 mm 
 April,31,39,24,0.0 mm 
 May,33,40,26,0.0 mm 
 June,31,36,27,5.6 mm 
 July,29,32,26,9.7 mm 
 August,27,30,25,7.5 mm 
 September,28,32,24,1.6 mm 
 October,28,35,22,0.4 mm 
 November,25,32,19,0.1 mm 
 December,21,28,15,0.0 mm 
