Month,Mean_tem,Max_tem,Min_tem,Rain
 January,20,27,14,0.0 mm 
 February,22,29,15,0.0 mm 
 March,27,34,19,0.0 mm 
 April,29,37,23,0.0 mm 
 May,30,37,25,0.0 mm 
 June,30,35,27,1.7 mm 
 July,28,32,26,4.0 mm 
 August,27,30,25,3.5 mm 
 September,27,32,24,2.3 mm 
 October,29,35,23,0.5 mm 
 November,25,32,19,0.2 mm 
 December,20,27,14,0.0 mm 
