Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,23,10,0.6 mm
February,20,27,13,0.7 mm
March,26,33,18,0.4 mm
April,31,39,23,0.4 mm
May,33,39,26,1.1 mm
June,32,36,27,6.6 mm
July,28,32,26,11.6 mm
August,28,31,26,9.9 mm
September,27,31,25,7.6 mm
October,25,30,21,2.2 mm
November,21,27,15,0.3 mm
December,17,24,11,0.3 mm
