Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,10,0.5 mm
February,20,26,13,0.6 mm
March,25,32,18,0.6 mm
April,29,36,23,1.1 mm
May,30,35,25,3.3 mm
June,29,33,26,8.4 mm
July,28,31,26,14.4 mm
August,28,31,26,12.6 mm
September,27,31,25,10 mm
October,25,30,21,2.6 mm
November,22,28,16,0.2 mm
December,18,24,12,0.2 mm
