Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,10,0.6 mm
February,20,26,13,0.6 mm
March,26,33,18,0.4 mm
April,31,38,23,0.4 mm
May,32,38,26,1.5 mm
June,31,36,27,6.5 mm
July,29,32,26,12.7 mm
August,28,32,26,10.4 mm
September,28,31,25,8.1 mm
October,26,30,21,2.4 mm
November,22,28,16,0.2 mm
December,18,24,11,0.3 mm
