Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,10,0.7 mm
February,20,27,14,1 mm
March,26,33,18,0.5 mm
April,31,39,24,0.3 mm
May,34,40,27,0.6 mm
June,32,37,28,6.2 mm
July,29,32,26,13.3 mm
August,28,31,26,10.9 mm
September,27,31,25,8.2 mm
October,25,30,21,2 mm
November,22,28,16,0.3 mm
December,18,24,12,0.4 mm
