Month,Mean_tem,Max_tem,Min_tem,Rain
 January,25,32,20,0.1 mm 
 February,26,32,20,0.3 mm 
 March,27,33,23,0.2 mm 
 April,28,33,25,0.3 mm 
 May,29,33,26,1.7 mm 
 June,26,28,25,22.6 mm 
 July,25,27,24,29.4 mm 
 August,25,27,24,19.1 mm 
 September,25,28,24,9.0 mm 
 October,27,30,24,4.2 mm 
 November,27,32,22,4.2 mm 
 December,26,33,21,0.0 mm 
