Month,Mean_tem,Max_tem,Min_tem,Rain
January,19,25,13,0.5 mm
February,23,29,16,1.1 mm
March,27,33,21,1.4 mm
April,30,36,26,2.5 mm
May,31,35,27,5 mm
June,30,33,27,10.9 mm
July,28,31,26,14.4 mm
August,28,31,26,12.3 mm
September,28,31,25,10.2 mm
October,26,30,23,5.3 mm
November,23,28,18,1.3 mm
December,20,26,14,0.4 mm
