Month,Mean_tem,Max_tem,Min_tem,Rain
 January,23,28,18,0.1 mm 
 February,24,29,19,0.0 mm 
 March,27,33,21,0.0 mm 
 April,29,34,25,0.0 mm 
 May,30,34,27,0.1 mm 
 June,29,32,27,6.8 mm 
 July,27,29,26,10.1 mm 
 August,27,29,26,5.0 mm 
 September,27,30,25,5.4 mm 
 October,29,33,24,0.9 mm 
 November,27,32,22,0.1 mm 
 December,24,29,19,0.0 mm 
