Month,Mean_tem,Max_tem,Min_tem,Rain
January,13,18,8,0.6 mm
February,15,20,10,1.7 mm
March,18,23,13,6.9 mm
April,20,24,16,21.3 mm
May,21,25,19,28.5 mm
June,22,25,20,41.9 mm
July,22,25,21,41.9 mm
August,22,25,21,30.9 mm
September,22,25,20,18.5 mm
October ,20,24,17,8.7 mm
November,17,22,12,1.5 mm
December,14,20,9,0.5 mm
