Month,Mean_tem,Max_tem,Min_tem,Rain
January,20,27,13,0.7 mm
February,23,30,16,0.6 mm
March,28,35,20,0.6 mm
April,33,40,25,0.5 mm
May,35,42,28,0.7 mm
June,31,36,27,8.5 mm
July,27,30,25,15.8 mm
August,26,30,24,15.7 mm
September,27,30,24,9.2 mm
October,26,30,21,2.6 mm
November,23,29,16,0.4 mm
December,20,26,13,0.4 mm
