Month,Mean_tem,Max_tem,Min_tem,Rain
January,17,25,10,0.6 mm
February,21,28,13,0.6 mm
March,25,33,17,0.6 mm
April,30,37,22,0.5 mm
May,32,38,24,1 mm
June,29,33,25,10.1 mm
July,25,28,23,16.6 mm
August,25,28,23,13.6 mm
September,25,29,22,8.7 mm
October,23,29,18,2.8 mm
November,20,27,14,0.6 mm
December,17,25,10,0.5 mm
