Month,Mean_tem,Max_tem,Min_tem,Rain
January,17,24,10,0.6 mm
February,20,28,14,0.9 mm
March,25,32,18,0.9 mm
April,30,37,22,0.7 mm
May,32,39,25,0.8 mm
June,29,34,25,8.5 mm
July,25,28,23,16.2 mm
August,25,28,23,14.3 mm
September,25,28,22,8.8 mm
October,23,28,19,2.5 mm
November,20,26,14,0.5 mm
December,17,24,11,0.4 mm
