Month,Mean_tem,Max_tem,Min_tem,Rain
January,20,27,14,0.4 mm
February,23,30,16,0.3 mm
March,27,34,20,0.6 mm
April,29,36,23,1.6 mm
May,30,36,25,2.7 mm
June,27,31,24,10.6 mm
July,24,27,22,16.6 mm
August,24,27,22,15.7 mm
September,24,28,22,9.8 mm
October,24,28,20,4.2 mm
November,22,28,16,0.9 mm
December,20,27,14,0.4 mm
