Month,Mean_tem,Max_tem,Min_tem,Rain
January,20,26,13,0.6 mm
February,24,30,17,0.5 mm
March,28,35,21,0.6 mm
April,32,39,25,0.5 mm
May,35,41,29,0.8 mm
June,31,35,27,7.9 mm
July,26,29,24,15.1 mm
August,26,29,24,13.4 mm
September,26,30,24,8.3 mm
October,25,30,21,2.3 mm
November,23,28,17,0.4 mm
December,20,26,14,0.3 mm
