Month,Mean_tem,Max_tem,Min_tem,Rain
January,10,16,6,0.4 mm
February,13,18,7,0.7 mm
March,16,21,10,1.8 mm
April,18,23,13,2.8 mm
May,19,23,16,7.2 mm
June,20,23,18,11.1 mm
July,20,23,18,11.5 mm
August,20,23,18,10.4 mm
September,19,23,17,7.0 mm
October,17,21,14,4.4 mm
November,14,19,10,1.0 mm
December,11,17,7,0.4 mm
