Month,Mean_tem,Max_tem,Min_tem,Rain
January,14,20,9,0.4 mm
February,17,23,11,0.8 mm
March,20,26,14,1.9 mm
April,22,28,17,2.6 mm
May,23,27,19,7.0 mm
June,23,27,21,10.3 mm
July,23,26,21,10.7 mm
August,23,26,21,8.5 mm
September,23,26,20,6.0 mm
October,21,25,18,3.9 mm
November,28,23,13,1.1 mm
December,15,20,10,0.5 mm
