Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,11,0.6 mm
February,20,26,14,0.6 mm
March,26,32,18,0.7 mm
April,30,37,23,0.7 mm
May,31,37,25,2.7 mm
June,30,35,27,8 mm
July,29,32,26,12.8 mm
August,28,32,26,11.2 mm
September,28,31,25,9.8 mm
October,26,30,22,3 mm
November,22,28,17,0.2 mm
December,18,24,12,0.3 mm
