Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,10,0.6 mm
February,19,26,13,0.9 mm
March,25,32,18,0.6 mm
April,30,37,23,0.6 mm
May,31,37,25,1.9 mm
June,31,35,26,8 mm
July,28,32,26,14.6 mm
August,28,32,26,12.8 mm
September,28,31,25,8.5 mm
October,25,30,21,1.9 mm
November,22,28,16,0.1 mm
December,17,24,11,0.4 mm
