Month,Mean_tem,Max_tem,Min_tem,Rain
January,14,20,8,0.6 mm
February,18,24,11,0.8 mm
March,23,31,16,0.6 mm
April,30,38,21,0.4 mm
May,33,40,26,0.6 mm
June,34,39,28,3.1 mm
July,30,34,27,8.5 mm
August,29,32,26,8.7 mm
September,28,33,24,4.2 mm
October,26,33,20,0.6 mm
November,21,28,14,0.3 mm
December,16,23,9,0.2 mm
