Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,9,0.5 mm
February,20,26,12,0.7 mm
March,25,33,17,0.3 mm
April,31,39,23,0.2 mm
May,35,41,27,0.3 mm
June,34,39,29,3.8 mm
July,29,32,26,11.4 mm
August,28,31,25,10.3 mm
September,28,32,24,5.4 mm
October,26,32,20,0.7 mm
November,22,29,16,0.2 mm
December,17,24,11,0.4 mm
