Month,Mean_tem,Max_tem,Min_tem,Rain
January,4,10,-2,2.1 mm
February,6,12,0,3.7 mm
March,8,14,3,6.7 mm
April,12,17,6,10.9 mm
May,14,19,9,15.9 mm
June,17,20,13,23.3 mm
July,17,20,15,25.7 mm
August,17,21,14,19.1 mm
September,16,20,12,13.7 mm
October,12,18,7,7.2 mm
November,9,14,4,2 mm
December,6,12,1,1.5 mm
