Month,Mean_tem,Max_tem,Min_tem,Rain
January,15,21,9,0.6 mm
February,19,25,12,1 mm
March,24,32,17,0.4 mm
April,30,38,22,0.3 mm
May,33,40,26,0.5 mm
June,33,38,28,4.3 mm
July,29,33,26,11.8 mm
August,28,32,26,10.1 mm
September,28,32,25,6.3 mm
October,26,32,20,1.2 mm
November,21,28,15,0.2 mm
December,16,23,10,0.4 mm
