Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,10,0.6 mm
February,20,26,13,0.7 mm
March,25,33,18,0.4 mm
April,31,39,23,0.2 mm
May,33,40,27,0.4 mm
June,33,37,28,5.4 mm
July,29,32,26,12 mm
August,28,32,26,10 mm
September,28,31,25,6.8 mm
October,26,31,21,1.6 mm
November,22,28,16,0.2 mm
December,18,24,11,0.3 mm
