Month,Mean_tem,Max_tem,Min_tem,Rain
January,15,21,10,0.8 mm
February,19,25,13,0.9 mm
March,25,32,17,0.5 mm
April,30,37,23,0.4 mm
May,32,38,26,1 mm
June,32,36,27,6.1 mm
July,29,32,26,13.9 mm
August,28,32,26,11.3 mm
September,28,31,25,7.6 mm
October,25,30,20,1.5 mm
November,21,28,15,0.1 mm
December,17,23,11,0.4 mm
