Month,Mean_tem,Max_tem,Min_tem,Rain
January,24,29,19,0.3 mm
February,25,32,20,0.4 mm
March,28,35,23,0.5 mm
April,30,36,26,0.9 mm
May,32,38,28,2.3 mm
June,30,34,27,6.5 mm
July,28,31,26,9.6 mm
August,28,31,25,9.9 mm
September,28,31,25,8.5 mm
October,27,31,24,5.1 mm
November,25,30,21,2 mm
December,24,29,19,0.5 mm
