Month,Mean_tem,Max_tem,Min_tem,Rain
January,17,22,11,0.7 mm
February,20,26,14,0.7 mm
March,25,32,18,0.8 mm
April,29,36,23,1 mm
May,30,35,25,3.6 mm
June,30,34,26,8.7 mm
July,28,32,26,12.1 mm
August,28,32,26,10.7 mm
September,28,31,25,9.5 mm
October,26,30,22,3.2 mm
November,22,28,17,0.2 mm
December,18,24,13,0.3 mm
