Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,10,0.6 mm
February,20,26,14,0.7 mm
March,26,33,18,0.4 mm
April,31,38,24,0.4 mm
May,32,38,26,1.2 mm
June,32,36,27,7.1 mm
July,29,32,26,13 mm
August,29,32,26,11.5 mm
September,28,31,25,8 mm
October,26,30,22,2 mm
November,22,28,16,0.2 mm
December,18,24,12,0.3 mm
