Month,Mean_tem,Max_tem,Min_tem,Rain
January,17,23,11,0.5 mm
February,20,26,14,0.7 mm
March,25,32,18,0.8 mm
April,28,35,22,2.1 mm
May,28,33,24,6.8 mm
June,28,32,25,12.5 mm
July,28,31,26,15.1 mm
August,28,32,26,13.7 mm
September,27,31,25,11.8 mm
October,26,30,22,4.3 mm
November,22,28,17,0.2 mm
December,19,24,13,0.2 mm
