Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,23,10,0.6 mm
February,20,27,13,0.7 mm
March,26,33,18,0.4 mm
April,32,39,23,0.4 mm
May,34,40,27,0.8 mm
June,32,37,28,6.7 mm
July,29,32,26,12.4 mm
August,28,32,26,10.4 mm
September,28,31,25,8 mm
October,25,30,21,2.3 mm
November,22,28,15,0.3 mm
December,18,24,11,0.3 mm
