Month,Mean_tem,Max_tem,Min_tem,Rain
January,15,21,8,0.5 mm
February,18,25,11,0.6 mm
March,24,32,16,0.3 mm
April,30,38,22,0.3 mm
May,34,41,27,0.4 mm
June,34,39,29,2.8 mm
July,30,33,27,9.2 mm
August,28,32,26,9.1 mm
September,28,33,24,4.2 mm
October,26,33,20,0.9 mm
November,22,28,15,0.2 mm
December,16,23,10,0.4 mm
