Month,Mean_tem,Max_tem,Min_tem,Rain
January,14,20,7,0.3 mm
February,18,25,10,0.5 mm
March,24,31,16,0.2 mm
April,30,38,22,0.3 mm
May,34,41,26,0.6 mm
June,34,40,29,1.8 mm
July,31,35,27,4.8 mm
August,30,34,26,3.7 mm
September,30,35,25,1.7 mm
October,28,34,21,0.5 mm
November,22,28,15,0.2 mm
December,16,23,9,0.2 mm
