Month,Mean_tem,Max_tem,Min_tem,Rain
January,17,24,10,0.3 mm
February,21,28,13,0.2 mm
March,26,34,18,0.2 mm
April,32,40,24,0.2 mm
May,36,42,29,0.2 mm
June,34,39,29,3.2 mm
July,29,33,26,11.6 mm
August,27,31,25,9.7 mm
September,28,32,24,3.5 mm
October,28,34,21,0.5 mm
November,23,30,17,0.3 mm
December,19,26,12,0.2 mm
