Month,Mean_tem,Max_tem,Min_tem,Rain
 January,18,25,10,0.0 mm 
 February,19,26,12,0.1 mm 
 March,24,31,16,0.0 mm 
 April,29,35,22,0.2 mm 
 May,31,37,24,0.0 mm 
 June,29,35,25,2.0 mm 
 July,27,30,24,8.6 mm 
 August,25,27,23,8.6 mm 
 September,25,29,22,1.5 mm 
 October,26,32,21,1.0 mm 
 November,22,28,16,0.2 mm 
 December,18,25,11,0.0 mm 
