Month,Mean_tem,Max_tem,Min_tem,Rain
January,15,22,8,0.4 mm
February,18,26,11,0.4 mm
March,24,32,16,0.3 mm
April,30,38,22,0.2 mm
May,34,40,26,0.5 mm
June,33,38,28,2.4 mm
July,29,33,26,7 mm
August,27,31,24,6.7 mm
September,28,32,23,2.4 mm
October,26,33,20,0.4 mm
November,21,28,15,0.3 mm
December,16,23,10,0.1 mm
