Month,Mean_tem,Max_tem,Min_tem,Rain
 January,17,24,10,0.0 mm 
 February,19,26,12,0.1 mm 
 March,23,31,16,0.0 mm 
 April,29,36,21,0.3 mm 
 May,31,37,24,0.1 mm 
 June,29,35,25,2.2 mm 
 July,26,30,23,8.0 mm 
 August,24,27,22,8.5 mm 
 September,25,29,21,1.6 mm 
 October,25,32,19,0.9 mm 
 November,22,28,16,0.3 mm 
 December,17,25,11,0.0 mm 
