Month,Mean_tem,Max_tem,Min_tem,Rain
January,6,12,1,2.9 mm
February,8,13,3,6.7 mm
March,10,15,5,15.9 mm
April,13,17,9,23.8 mm
May,16,20,13,24.3 mm
June,18,21,16,27.2 mm
July,19,21,17,28.4 mm
August,19,22,17,17.7 mm
September,18,21,15,17 mm
October,15,19,11,6 mm
November,11,16,6,1.6 mm
December,8,13,3,1.2 mm
