Month,Mean_tem,Max_tem,Min_tem,Rain
January,15,21,9,0.7 mm
February,19,25,12,1 mm
March,24,32,17,0.6 mm
April,30,38,23,0.4 mm
May,33,39,26,0.7 mm
June,32,37,28,5.1 mm
July,29,32,26,12.2 mm
August,28,32,26,10.4 mm
September,28,31,24,6.5 mm
October,26,31,20,1.3 mm
November,21,28,15,0.1 mm
December,16,23,10,0.4 mm
