Month,Mean_tem,Max_tem,Min_tem,Rain
January,16,22,10,0.7 mm
February,20,26,13,0.7 mm
March,25,33,18,0.4 mm
April,31,38,23,0.2 mm
May,33,40,27,0.5 mm
June,32,37,28,6.1 mm
July,29,32,26,12.7 mm
August,28,32,26,10.6 mm
September,28,31,25,7.2 mm
October,26,31,21,1.6 mm
November,22,28,16,0.2 mm
December,17,24,11,0.2 mm
