Month,Mean_tem,Max_tem,Min_tem,Rain
January,17,22,13,1.5 mm
February,19,24,15,3.1 mm
March,22,26,17,7.9 mm
April,24,28,20,13.7 mm
May,26,30,23,13.5 mm
June,28,31,25,15.9 mm
July,28,31,25,17.2 mm
August,28,31,25,15.4 mm
September,27,31,24,12.4 mm
October,25,29,22,4.5 mm
November,22,26,17,0.6 mm 
December,19,23,14,0.6 mm 
